# epsilon     r     avg_deviation
0.5107     6     5473.28
0.5108     6     5473.28
0.5109     6     5473.28
0.511     6     5473.28
0.5111     6     5473.28
0.5112     6     5473.28
0.5113     6     5473.28
0.5114     6     5473.28
0.5115     6     5473.28
0.5116     6     5473.28
0.5117     6     5473.28
0.5118     6     5473.28
0.5119     6     5473.28
0.512     6     5473.28
0.5121     6     5473.28
0.5122     6     5473.28
0.5123     6     5473.28
0.5124     6     5473.28
0.5125     6     5473.28
0.5126     6     5473.28
0.5127     6     5473.28
0.5128     6     5473.28
0.5129     6     5473.28
0.513     6     5473.28
0.5131     6     5473.28
0.5132     6     5473.28
0.5133     6     5473.28
0.5134     6     5473.28
0.5135     6     5473.28
0.5136     6     5473.28
0.5137     6     5473.28
0.5138     6     5473.28
0.5139     6     5473.28
0.514     6     5473.28
0.5141     6     5473.28
0.5142     6     5473.28
0.5143     6     5473.28
0.5144     6     5473.28
0.5145     6     5473.28
0.5146     6     5473.28
0.5147     6     5473.28
0.5148     6     5473.28
0.5149     6     5473.28
0.515     6     5473.28
0.5151     6     5473.28
0.5152     6     5473.28
0.5153     6     5473.28
0.5154     6     5473.28
0.5155     6     5473.28
0.5156     6     5473.28
0.5157     6     5473.28
0.5158     6     5473.28
0.5159     6     5473.28
0.516     6     5473.28
0.5161     6     5473.28
0.5162     6     5473.28
0.5163     6     5473.28
0.5164     6     5473.28
0.5165     6     5473.28
0.5166     6     5473.28
0.5167     6     5473.28
0.5168     6     5473.28
0.5169     6     5473.28
0.517     6     5473.28
0.5171     6     5473.28
0.5172     6     5473.28
0.5173     6     5473.28
0.5174     6     5473.28
0.5175     6     5473.28
0.5176     6     5473.28
0.5177     6     5473.28
0.5178     6     5473.28
0.5179     6     5473.28
0.518     6     5473.28
0.5181     6     5473.28
0.5182     6     5473.28
0.5183     6     5473.28
0.5184     6     5473.28
0.5185     6     5473.28
0.5186     6     5473.28
0.5187     6     5473.28
0.5188     6     5473.28
0.5189     6     5473.28
0.519     6     5473.28
0.5191     6     5473.28
0.5192     6     5473.28
0.5193     6     5473.28
0.5194     6     5473.28
0.5195     6     5473.28
0.5196     6     5473.28
0.5197     6     5473.28
0.5198     6     5473.28
0.5199     6     5473.28
0.52     6     5473.28
0.5201     6     5473.28
0.5202     6     5473.28
0.5203     6     5473.28
0.5204     6     5473.28
0.5205     6     5473.28
0.5206     6     5473.28
0.5207     6     5473.28
0.5208     6     5473.28
0.5209     6     5473.28
0.521     6     5473.28
0.5211     6     5473.28
0.5212     6     5473.28
0.5213     6     5473.28
0.5214     6     5473.28
0.5215     6     5473.28
0.5216     6     5473.28
0.5217     6     5473.28
0.5218     6     5473.28
0.5219     6     5473.28
0.522     6     5473.28
0.5221     6     5473.28
0.5222     6     5473.28
0.5223     6     5473.28
0.5224     6     5473.28
0.5225     6     5473.28
0.5226     6     5473.28
0.5227     6     5473.28
0.5228     6     5473.28
0.5229     6     5473.28
0.523     6     5473.28
0.5231     6     5473.28
0.5232     6     5473.28
0.5233     6     5473.28
0.5234     6     5473.28
0.5235     6     5473.28
0.5236     6     5473.28
0.5237     6     5473.28
0.5238     6     5473.28
0.5239     6     5473.28
0.524     6     5473.28
0.5241     6     5473.28
0.5242     6     5473.28
0.5243     6     5473.28
0.5244     6     5473.28
0.5245     6     5473.28
0.5246     6     5473.28
0.5247     6     5473.28
0.5248     6     5473.28
0.5249     6     5473.28
0.525     6     5473.28
0.5251     6     5473.28
0.5252     6     5473.28
0.5253     6     5473.28
0.5254     6     5473.28
0.5255     6     5473.28
0.5256     6     5473.28
0.5257     6     5473.28
0.5258     6     5473.28
0.5259     6     5473.28
0.526     6     5473.28
0.5261     6     5473.28
0.5262     6     5473.28
0.5263     6     5473.28
0.5264     6     5473.28
0.5265     6     5473.28
0.5266     6     5473.28
0.5267     6     5473.28
0.5268     6     5473.28
0.5269     6     5473.28
0.527     6     5473.28
0.5271     6     5473.28
0.5272     6     5473.28
0.5273     6     5473.28
0.5274     6     5473.28
0.5275     6     5473.28
0.5276     6     5473.28
0.5277     6     5473.28
0.5278     6     5473.28
0.5279     6     5473.28
0.528     6     5473.28
0.5281     6     5473.28
0.5282     6     5473.28
0.5283     6     5473.28
0.5284     6     5473.28
0.5285     6     5473.28
0.5286     6     5473.28
0.5287     6     5473.28
0.5288     6     5473.28
0.5289     6     5473.28
0.529     6     5473.28
0.5291     6     5473.28
0.5292     6     5473.28
0.5293     6     5473.28
0.5294     6     5473.28
0.5295     6     5473.28
0.5296     6     5473.28
0.5297     6     5473.28
0.5298     6     5473.28
0.5299     6     5473.28
0.53     6     5473.28
0.5301     6     5473.28
0.5302     6     5473.28
0.5303     6     5473.28
0.5304     6     5473.28
0.5305     6     5473.28
0.5306     6     5473.28
0.5307     6     5473.28
0.5308     6     5473.28
0.5309     6     5473.28
0.531     6     5473.28
0.5311     6     5473.28
0.5312     6     5473.28
0.5313     6     5473.28
0.5314     6     5473.28
0.5315     6     5473.28
0.5316     6     5473.28
0.5317     6     5473.28
0.5318     6     5473.28
0.5319     6     5473.28
0.532     6     5473.28
0.5321     6     5473.28
0.5322     6     5473.28
0.5323     6     5473.28
0.5324     6     5473.28
0.5325     6     5473.28
0.5326     6     5473.28
0.5327     6     5473.28
0.5328     6     5473.28
0.5329     6     5473.28
0.533     6     5473.28
0.5331     6     5473.28
0.5332     6     5473.28
0.5333     6     5473.28
0.5334     6     5473.28
0.5335     6     5473.28
0.5336     6     5473.28
0.5337     6     5473.28
0.5338     6     5473.28
0.5339     6     5473.28
0.534     6     5473.28
0.5341     6     5473.28
0.5342     6     5473.28
0.5343     6     5473.28
0.5344     6     5473.28
0.5345     6     5473.28
0.5346     6     5473.28
0.5347     6     5473.28
0.5348     6     5473.28
0.5349     6     5473.28
0.535     6     5473.28
0.5351     6     5473.28
0.5352     6     5473.28
0.5353     6     5473.28
0.5354     6     5473.28
0.5355     6     5473.28
0.5356     6     5473.28
0.5357     6     5473.28
0.5358     6     5473.28
0.5359     6     5473.28
0.536     6     5473.28
0.5361     6     5473.28
0.5362     6     5473.28
0.5363     6     5473.28
0.5364     6     5473.28
0.5365     6     5473.28
0.5366     6     5473.28
0.5367     6     5473.28
0.5368     6     5473.28
0.5369     6     5473.28
0.537     6     5473.28
0.5371     6     5473.28
0.5372     6     5473.28
0.5373     6     5473.28
0.5374     6     5473.28
0.5375     6     5473.28
0.5376     6     5473.28
0.5377     6     5473.28
0.5378     6     5473.28
0.5379     6     5473.28
0.538     6     5473.28
0.5381     6     5473.28
0.5382     6     5473.28
0.5383     6     5473.28
0.5384     6     5473.28
0.5385     6     5473.28
0.5386     6     5473.28
0.5387     6     5473.28
0.5388     6     5473.28
0.5389     6     5473.28
0.539     6     5473.28
0.5391     6     5473.28
0.5392     6     5473.28
0.5393     6     5473.28
0.5394     6     5473.28
0.5395     6     5473.28
0.5396     6     5473.28
0.5397     6     5473.28
0.5398     6     5473.28
0.5399     6     5473.28
0.54     6     5473.28
0.5401     6     5473.28
0.5402     6     5473.28
0.5403     6     5473.28
0.5404     6     5473.28
0.5405     6     5473.28
0.5406     6     5473.28
0.5407     6     5473.28
0.5408     6     5473.28
0.5409     6     5473.28
0.541     6     5473.28
0.5411     6     5473.28
0.5412     6     5473.28
0.5413     6     5473.28
0.5414     6     5473.28
0.5415     6     5473.28
0.5416     6     5473.28
0.5417     6     5473.28
0.5418     6     5473.28
0.5419     6     5473.28
0.542     6     5473.28
0.5421     6     5473.28
0.5422     6     5473.28
0.5423     6     5473.28
0.5424     6     5473.28
0.5425     6     5473.28
0.5426     6     5473.28
0.5427     6     5473.28
0.5428     6     5473.28
0.5429     6     5473.28
0.543     6     5473.28
0.5431     6     5473.28
0.5432     6     5473.28
0.5433     6     5473.28
0.5434     6     5473.28
0.5435     6     5473.28
0.5436     6     5473.28
0.5437     6     5473.28
0.5438     6     5473.28
0.5439     6     5473.28
0.544     6     5473.28
0.5441     6     5473.28
0.5442     6     5473.28
0.5443     6     5473.28
0.5444     6     5473.28
0.5445     6     5473.28
0.5446     6     5473.28
0.5447     6     5473.28
0.5448     6     5473.28
0.5449     6     5473.28
0.545     6     5473.28
0.5451     6     5473.28
0.5452     6     5473.28
0.5453     6     5473.28
0.5454     6     5473.28
0.5455     6     5473.28
0.5456     6     5473.28
0.5457     6     5473.28
0.5458     6     5473.28
0.5459     6     5473.28
0.546     6     5473.28
0.5461     6     5473.28
0.5462     6     5473.28
0.5463     6     5473.28
0.5464     6     5473.28
0.5465     6     5473.28
0.5466     6     5473.28
0.5467     6     5473.28
0.5468     6     5473.28
0.5469     6     5473.28
0.547     6     5473.28
0.5471     6     5473.28
0.5472     6     5473.28
0.5473     6     5473.28
0.5474     6     5473.28
0.5475     6     5473.28
0.5476     6     5473.28
0.5477     6     5473.28
0.5478     6     5473.28
0.5479     6     5473.28
0.548     6     5473.28
0.5481     6     5473.28
0.5482     6     5473.28
0.5483     6     5473.28
0.5484     6     5473.28
0.5485     6     5473.28
0.5486     6     5473.28
0.5487     6     5473.28
0.5488     6     5473.28
0.5489     6     5473.28
0.549     6     5473.28
0.5491     6     5473.28
0.5492     6     5473.28
0.5493     6     5473.28
0.5494     6     5473.28
0.5495     6     5473.28
0.5496     6     5473.28
0.5497     6     5473.28
0.5498     6     5473.28
0.5499     6     5473.28
0.55     6     5473.28
0.5501     6     5473.28
0.5502     6     5473.28
0.5503     6     5473.28
0.5504     6     5473.28
0.5505     6     5473.28
0.5506     6     5473.28
0.5507     6     5473.28
0.5508     6     5473.28
0.5509     6     5473.28
0.551     6     5473.28
0.5511     6     5473.28
0.5512     6     5473.28
0.5513     6     5473.28
0.5514     6     5473.28
0.5515     6     5473.28
0.5516     6     5473.28
0.5517     6     5473.28
0.5518     6     5473.28
0.5519     6     5473.28
0.552     6     5473.28
0.5521     6     5473.28
0.5522     6     5473.28
0.5523     6     5473.28
0.5524     6     5473.28
0.5525     6     5473.28
0.5526     6     5473.28
0.5527     6     5473.28
0.5528     6     5473.28
0.5529     6     5473.28
0.553     6     5473.28
0.5531     6     5473.28
0.5532     6     5473.28
0.5533     6     5473.28
0.5534     6     5473.28
0.5535     6     5473.28
0.5536     6     5473.28
0.5537     6     5473.28
0.5538     6     5473.28
0.5539     6     5473.28
0.554     6     5473.28
0.5541     6     5473.28
0.5542     6     5473.28
0.5543     6     5473.28
0.5544     6     5473.28
0.5545     6     5473.28
0.5546     6     5473.28
0.5547     6     5473.28
0.5548     6     5473.28
0.5549     6     5473.28
0.555     6     5473.28
0.5551     6     5473.28
0.5552     6     5473.28
0.5553     6     5473.28
0.5554     6     5473.28
0.5555     6     5473.28
0.5556     6     5473.28
0.5557     6     5473.28
0.5558     6     5473.28
0.5559     6     5473.28
0.556     6     5473.28
0.5561     6     5473.28
0.5562     6     5473.28
0.5563     6     5473.28
0.5564     6     5473.28
0.5565     6     5473.28
0.5566     6     5473.28
0.5567     6     5473.28
0.5568     6     5473.28
0.5569     6     5473.28
0.557     6     5473.28
0.5571     6     5473.28
0.5572     6     5473.28
0.5573     6     5473.28
0.5574     6     5473.28
0.5575     6     5473.28
0.5576     6     5473.28
0.5577     6     5473.28
0.5578     6     5473.28
0.5579     6     5473.28
0.558     6     5473.28
0.5581     6     5473.28
0.5582     6     5473.28
0.5583     6     5473.28
0.5584     6     5473.28
0.5585     6     5473.28
0.5586     6     5473.28
0.5587     6     5473.28
0.5588     6     5473.28
0.5589     6     5473.28
0.559     6     5473.28
0.5591     6     5473.28
0.5592     6     5473.28
0.5593     6     5473.28
0.5594     6     5473.28
0.5595     6     5473.28
0.5596     6     5473.28
0.5597     6     5473.28
0.5598     6     5473.28
0.5599     6     5473.28
0.56     6     5473.28
0.5601     6     5473.28
0.5602     6     5473.28
0.5603     6     5473.28
0.5604     6     5473.28
0.5605     6     5473.28
0.5606     6     5473.28
0.5607     6     5473.28
0.5608     6     5473.28
0.5609     6     5473.28
0.561     6     5473.28
0.5611     6     5473.28
0.5612     6     5473.28
0.5613     6     5473.28
0.5614     6     5473.28
0.5615     6     5473.28
0.5616     6     5473.28
0.5617     6     5473.28
0.5618     6     5473.28
0.5619     6     5473.28
0.562     6     5473.28
0.5621     6     5473.28
0.5622     6     5473.28
0.5623     6     5473.28
0.5624     6     5473.28
0.5625     6     5473.28
0.5626     6     5473.28
0.5627     6     5473.28
0.5628     6     5473.28
0.5629     6     5473.28
0.563     6     5473.28
0.5631     6     5473.28
0.5632     6     5473.28
0.5633     6     5473.28
0.5634     6     5473.28
0.5635     6     5473.28
0.5636     6     5473.28
0.5637     6     5473.28
0.5638     6     5473.28
0.5639     6     5473.28
0.564     6     5473.28
0.5641     6     5473.28
0.5642     6     5473.28
0.5643     6     5473.28
0.5644     6     5473.28
0.5645     6     5473.28
0.5646     6     5473.28
0.5647     6     5473.28
0.5648     6     5473.28
0.5649     6     5473.28
0.565     6     5473.28
0.5651     6     5473.28
0.5652     6     5473.28
0.5653     6     5473.28
0.5654     6     5473.28
0.5655     6     5473.28
0.5656     6     5473.28
0.5657     6     5473.28
0.5658     6     5473.28
0.5659     6     5473.28
0.566     6     5473.28
0.5661     6     5473.28
0.5662     6     5473.28
0.5663     6     5473.28
0.5664     6     5473.28
0.5665     6     5473.28
0.5666     6     5473.28
0.5667     6     5473.28
0.5668     6     5473.28
0.5669     6     5473.28
0.567     6     5473.28
0.5671     6     5473.28
0.5672     6     5473.28
0.5673     6     5473.28
0.5674     6     5473.28
0.5675     6     5473.28
0.5676     6     5473.28
0.5677     6     5473.28
0.5678     6     5473.28
0.5679     6     5473.28
0.568     6     5473.28
0.5681     6     5473.28
0.5682     6     5473.28
0.5683     6     5473.28
0.5684     6     5473.28
0.5685     6     5473.28
0.5686     6     5473.28
0.5687     6     5473.28
0.5688     6     5473.28
0.5689     6     5473.28
0.569     6     5473.28
0.5691     6     5473.28
0.5692     6     5473.28
0.5693     6     5473.28
0.5694     6     5473.28
0.5695     6     5473.28
0.5696     6     5473.28
0.5697     6     5473.28
0.5698     6     5473.28
0.5699     6     5473.28
0.57     6     5473.28
0.5701     6     5473.28
0.5702     6     5473.28
0.5703     6     5473.28
0.5704     6     5473.28
0.5705     6     5473.28
0.5706     6     5473.28
0.5707     6     5473.28
0.5708     6     5473.28
0.5709     6     5473.28
0.571     6     5473.28
0.5711     6     5473.28
0.5712     6     5473.28
0.5713     6     5473.28
0.5714     6     5473.28
0.5715     6     5473.28
0.5716     6     5473.28
0.5717     6     5473.28
0.5718     6     5473.28
0.5719     6     5473.28
0.572     6     5473.28
0.5721     6     5473.28
0.5722     6     5473.28
0.5723     6     5473.28
0.5724     6     5473.28
0.5725     6     5473.28
0.5726     6     5473.28
0.5727     6     5473.28
0.5728     6     5473.28
0.5729     6     5473.28
0.573     6     5473.28
0.5731     6     5473.28
0.5732     6     5473.28
0.5733     6     5473.28
0.5734     6     5473.28
0.5735     6     5473.28
0.5736     6     5473.28
0.5737     6     5473.28
0.5738     6     5473.28
0.5739     6     5473.28
0.574     6     5473.28
0.5741     6     5473.28
0.5742     6     5473.28
0.5743     6     5473.28
0.5744     6     5473.28
0.5745     6     5473.28
0.5746     6     5473.28
0.5747     6     5473.28
0.5748     6     5473.28
0.5749     6     5473.28
0.575     6     5473.28
0.5751     6     5473.28
0.5752     6     5473.28
0.5753     6     5473.28
0.5754     6     5473.28
0.5755     6     5473.28
0.5756     6     5473.28
0.5757     6     5473.28
0.5758     6     5473.28
0.5759     6     5473.28
0.576     6     5473.28
0.5761     6     5473.28
0.5762     6     5473.28
0.5763     6     5473.28
0.5764     6     5473.28
0.5765     6     5473.28
0.5766     6     5473.28
0.5767     6     5473.28
0.5768     6     5473.28
0.5769     6     5473.28
0.577     6     5473.28
0.5771     6     5473.28
0.5772     6     5473.28
0.5773     6     5473.28
0.5774     6     5473.28
0.5775     6     5473.28
0.5776     6     5473.28
0.5777     6     5473.28
0.5778     6     5473.28
0.5779     6     5473.28
0.578     6     5473.28
0.5781     6     5473.28
0.5782     6     5473.28
0.5783     6     5473.28
0.5784     6     5473.28
0.5785     6     5473.28
0.5786     6     5473.28
0.5787     6     5473.28
0.5788     6     5473.28
0.5789     6     5473.28
0.579     6     5473.28
0.5791     6     5473.28
0.5792     6     5473.28
0.5793     6     5473.28
0.5794     6     5473.28
0.5795     6     5473.28
0.5796     6     5473.28
0.5797     6     5473.28
0.5798     6     5473.28
0.5799     6     5473.28
0.58     6     5473.28
0.5801     6     5473.28
0.5802     6     5473.28
0.5803     6     5473.28
0.5804     6     5473.28
0.5805     6     5473.28
0.5806     6     5473.28
0.5807     6     5473.28
0.5808     6     5473.28
0.5809     6     5473.28
0.581     6     5473.28
0.5811     6     5473.28
0.5812     6     5473.28
0.5813     6     5473.28
0.5814     6     5473.28
0.5815     6     5473.28
0.5816     6     5473.28
0.5817     6     5473.28
0.5818     6     5473.28
0.5819     6     5473.28
0.582     6     5473.28
0.5821     6     5473.28
0.5822     6     5473.28
0.5823     6     5473.28
0.5824     6     5473.28
0.5825     6     5473.28
0.5826     6     5473.28
0.5827     6     5473.28
0.5828     6     5473.28
0.5829     6     5473.28
0.583     6     5473.28
0.5831     6     5473.28
0.5832     6     5473.28
0.5833     6     5473.28
0.5834     6     5473.28
0.5835     6     5473.28
0.5836     6     5473.28
0.5837     6     5473.28
0.5838     6     5473.28
0.5839     6     5473.28
0.584     6     5473.28
0.5841     6     5473.28
0.5842     6     5473.28
0.5843     6     5473.28
0.5844     6     5473.28
0.5845     6     5473.28
0.5846     6     5473.28
0.5847     6     5473.28
0.5848     6     5473.28
0.5849     6     5473.28
0.585     6     5473.28
0.5851     6     5473.28
0.5852     6     5473.28
0.5853     6     5473.28
0.5854     6     5473.28
0.5855     6     5473.28
0.5856     6     5473.28
0.5857     6     5473.28
0.5858     6     5473.28
0.5859     6     5473.28
0.586     6     5473.28
0.5861     6     5473.28
0.5862     6     5473.28
0.5863     6     5473.28
0.5864     6     5473.28
0.5865     6     5473.28
0.5866     6     5473.28
0.5867     6     5473.28
0.5868     6     5473.28
0.5869     6     5473.28
0.587     6     5473.28
0.5871     6     5473.28
0.5872     6     5473.28
0.5873     6     5473.28
0.5874     6     5473.28
0.5875     6     5473.28
0.5876     6     5473.28
0.5877     6     5473.28
0.5878     6     5473.28
0.5879     6     5473.28
0.588     6     5473.28
0.5881     6     5473.28
0.5882     6     5473.28
0.5883     6     5473.28
0.5884     6     5473.28
0.5885     6     5473.28
0.5886     6     5473.28
0.5887     6     5473.28
0.5888     6     5473.28
0.5889     6     5473.28
0.589     6     5473.28
0.5891     6     5473.28
0.5892     6     5473.28
0.5893     6     5473.28
0.5894     6     5473.28
0.5895     6     5473.28
0.5896     6     5473.28
0.5897     6     5473.28
0.5898     6     5473.28
0.5899     6     5473.28
0.59     6     5473.28
0.5901     6     5473.28
0.5902     6     5473.28
0.5903     6     5473.28
0.5904     6     5473.28
0.5905     6     5473.28
0.5906     6     5473.28
0.5907     6     5473.28
0.5908     6     5473.28
0.5909     6     5473.28
0.591     6     5473.28
0.5911     6     5473.28
0.5912     6     5473.28
0.5913     6     5473.28
0.5914     6     5473.28
0.5915     6     5473.28
0.5916     6     5473.28
0.5917     6     5473.28
0.5918     6     5473.28
0.5919     6     5473.28
0.592     6     5473.28
0.5921     6     5473.28
0.5922     6     5473.28
0.5923     6     5473.28
0.5924     6     5473.28
0.5925     6     5473.28
0.5926     6     5473.28
0.5927     6     5473.28
0.5928     6     5473.28
0.5929     6     5473.28
0.593     6     5473.28
0.5931     6     5473.28
0.5932     6     5473.28
0.5933     6     5473.28
0.5934     6     5473.28
0.5935     6     5473.28
0.5936     6     5473.28
0.5937     6     5473.28
0.5938     6     5473.28
0.5939     6     5473.28
0.594     6     5473.28
0.5941     6     5473.28
0.5942     6     5473.28
0.5943     6     5473.28
0.5944     6     5473.28
0.5945     6     5473.28
0.5946     6     5473.28
0.5947     6     5473.28
0.5948     6     5473.28
0.5949     6     5473.28
0.595     6     5473.28
0.5951     6     5473.28
0.5952     6     5473.28
0.5953     6     5473.28
0.5954     6     5473.28
0.5955     6     5473.28
0.5956     6     5473.28
0.5957     6     5473.28
0.5958     6     5473.28
0.5959     6     5473.28
0.596     6     5473.28
0.5961     6     5473.28
0.5962     6     5473.28
0.5963     6     5473.28
0.5964     6     5473.28
0.5965     6     5473.28
0.5966     6     5473.28
0.5967     6     5473.28
0.5968     6     5473.28
0.5969     6     5473.28
0.597     6     5473.28
0.5971     6     5473.28
0.5972     6     5473.28
0.5973     6     5473.28
0.5974     6     5473.28
0.5975     6     5473.28
0.5976     6     5473.28
0.5977     6     5473.28
0.5978     6     5473.28
0.5979     6     5473.28
0.598     6     5473.28
0.5981     6     5473.28
0.5982     6     5473.28
0.5983     6     5473.28
0.5984     6     5473.28
0.5985     6     5473.28
0.5986     6     5473.28
0.5987     6     5473.28
0.5988     6     5473.28
0.5989     6     5473.28
0.599     6     5473.28
0.5991     6     5473.28
0.5992     6     5473.28
0.5993     6     5473.28
0.5994     6     5473.28
0.5995     6     5473.28
0.5996     6     5473.28
0.5997     6     5473.28
0.5998     6     5473.28
0.5999     6     5473.28
0.6     6     5473.28
0.6001     6     5473.28
0.6002     6     5473.28
0.6003     6     5473.28
0.6004     6     5473.28
0.6005     6     5473.28
0.6006     6     5473.28
0.6007     6     5473.28
0.6008     6     5473.28
0.6009     6     5473.28
0.601     6     5473.28
0.6011     6     5473.28
0.6012     6     5473.28
0.6013     6     5473.28
0.6014     6     5473.28
0.6015     6     5473.28
0.6016     6     5473.28
0.6017     6     5473.28
0.6018     6     5473.28
0.6019     6     5473.28
0.602     6     5473.28
0.6021     6     5473.28
0.6022     6     5473.28
0.6023     6     5473.28
0.6024     6     5473.28
0.6025     6     5473.28
0.6026     6     5473.28
0.6027     6     5473.28
0.6028     6     5473.28
0.6029     6     5473.28
0.603     6     5473.28
0.6031     6     5473.28
0.6032     6     5473.28
0.6033     6     5473.28
0.6034     6     5473.28
0.6035     6     5473.28
0.6036     6     5473.28
0.6037     6     5473.28
0.6038     6     5473.28
0.6039     6     5473.28
0.604     6     5473.28
0.6041     6     5473.28
0.6042     6     5473.28
0.6043     6     5473.28
0.6044     6     5473.28
0.6045     6     5473.28
0.6046     6     5473.28
0.6047     6     5473.28
0.6048     6     5473.28
0.6049     6     5473.28
0.605     6     5473.28
0.6051     6     5473.28
0.6052     6     5473.28
0.6053     6     5473.28
0.6054     6     5473.28
0.6055     6     5473.28
0.6056     6     5473.28
0.6057     6     5473.28
0.6058     6     5473.28
0.6059     6     5473.28
0.606     6     5473.28
0.6061     6     5473.28
0.6062     6     5473.28
0.6063     6     5473.28
0.6064     6     5473.28
0.6065     6     5473.28
0.6066     6     5473.28
0.6067     6     5473.28
0.6068     6     5473.28
0.6069     6     5473.28
0.607     6     5473.28
0.6071     6     5473.28
0.6072     6     5473.28
0.6073     6     5473.28
0.6074     6     5473.28
0.6075     6     5473.28
0.6076     6     5473.28
0.6077     6     5473.28
0.6078     6     5473.28
0.6079     6     5473.28
0.608     6     5473.28
0.6081     6     5473.28
0.6082     6     5473.28
0.6083     6     5473.28
0.6084     6     5473.28
0.6085     6     5473.28
0.6086     6     5473.28
0.6087     6     5473.28
0.6088     6     5473.28
0.6089     6     5473.28
0.609     6     5473.28
0.6091     6     5473.28
0.6092     6     5473.28
0.6093     6     5473.28
0.6094     6     5473.28
0.6095     6     5473.28
0.6096     6     5473.28
0.6097     6     5473.28
0.6098     6     5473.28
0.6099     6     5473.28
0.61     6     5473.28
0.6101     6     5473.28
0.6102     6     5473.28
0.6103     6     5473.28
0.6104     6     5473.28
0.6105     6     5473.28
0.6106     6     5473.28
0.6107     6     5473.28
0.6108     6     5473.28
0.6109     6     5473.28
0.611     6     5473.28
0.6111     6     5473.28
0.6112     6     5473.28
0.6113     6     5473.28
0.6114     6     5473.28
0.6115     6     5473.28
0.6116     6     5473.28
0.6117     6     5473.28
0.6118     6     5473.28
0.6119     6     5473.28
0.612     6     5473.28
0.6121     6     5473.28
0.6122     6     5473.28
0.6123     6     5473.28
0.6124     6     5473.28
0.6125     6     5473.28
0.6126     6     5473.28
0.6127     6     5473.28
0.6128     6     5473.28
0.6129     6     5473.28
0.613     6     5473.28
0.6131     6     5473.28
0.6132     6     5473.28
0.6133     6     5473.28
0.6134     6     5473.28
0.6135     6     5473.28
0.6136     6     5473.28
0.6137     6     5473.28
0.6138     6     5473.28
0.6139     6     5473.28
0.614     6     5473.28
0.6141     6     5473.28
0.6142     6     5473.28
0.6143     6     5473.28
0.6144     6     5473.28
0.6145     6     5473.28
0.6146     6     5473.28
0.6147     6     5473.28
0.6148     6     5473.28
0.6149     6     5473.28
0.615     6     5473.28
0.6151     6     5473.28
0.6152     6     5473.28
0.6153     6     5473.28
0.6154     6     5473.28
0.6155     6     5473.28
0.6156     6     5473.28
0.6157     6     5473.28
0.6158     6     5473.28
0.6159     6     5473.28
0.616     6     5473.28
0.6161     6     5473.28
0.6162     6     5473.28
0.6163     6     5473.28
0.6164     6     5473.28
0.6165     6     5473.28
0.6166     6     5473.28
0.6167     6     5473.28
0.6168     6     5473.28
0.6169     6     5473.28
0.617     6     5473.28
0.6171     6     5473.28
0.6172     6     5473.28
0.6173     6     5473.28
0.6174     6     5473.28
0.6175     6     5473.28
0.6176     6     5473.28
0.6177     6     5473.28
0.6178     6     5473.28
0.6179     6     5473.28
0.618     6     5473.28
0.6181     6     5473.28
0.6182     6     5473.28
0.6183     6     5473.28
0.6184     6     5473.28
0.6185     6     5473.28
0.6186     6     5473.28
0.6187     6     5473.28
0.6188     6     5473.28
0.6189     6     5473.28
0.619     6     5473.28
0.6191     6     5473.28
0.6192     6     5473.28
0.6193     6     5473.28
0.6194     6     5473.28
0.6195     6     5473.28
0.6196     6     5473.28
0.6197     6     5473.28
0.6198     6     5473.28
0.6199     6     5473.28
0.62     6     5473.28
0.6201     6     5473.28
0.6202     6     5473.28
0.6203     6     5473.28
0.6204     6     5473.28
0.6205     6     5473.28
0.6206     6     5473.28
0.6207     6     5473.28
0.6208     6     5473.28
0.6209     6     5473.28
0.621     6     5473.28
0.6211     6     5473.28
0.6212     6     5473.28
0.6213     6     5473.28
0.6214     6     5473.28
0.6215     6     5473.28
0.6216     6     5473.28
0.6217     6     5473.28
0.6218     6     5473.28
0.6219     6     5473.28
0.622     6     5473.28
0.6221     6     5473.28
0.6222     6     5473.28
0.6223     6     5473.28
0.6224     6     5473.28
0.6225     6     5473.28
0.6226     6     5473.28
0.6227     6     5473.28
0.6228     6     5473.28
0.6229     6     5473.28
0.623     6     5473.28
0.6231     6     5473.28
0.6232     6     5473.28
0.6233     6     5473.28
0.6234     6     5473.28
0.6235     6     5473.28
0.6236     6     5473.28
0.6237     6     5473.28
0.6238     6     5473.28
0.6239     6     5473.28
0.624     6     5473.28
0.6241     6     5473.28
0.6242     6     5473.28
0.6243     6     5473.28
0.6244     6     5473.28
0.6245     6     5473.28
0.6246     6     5473.28
0.6247     6     5473.28
0.6248     6     5473.28
0.6249     6     5473.28
0.625     6     5473.28
0.6251     6     5473.28
0.6252     6     5473.28
0.6253     6     5473.28
0.6254     6     5473.28
0.6255     6     5473.28
0.6256     6     5473.28
0.6257     6     5473.28
0.6258     6     5473.28
0.6259     6     5473.28
0.626     6     5473.28
0.6261     6     5473.28
0.6262     6     5473.28
0.6263     6     5473.28
0.6264     6     5473.28
0.6265     6     5473.28
0.6266     6     5473.28
0.6267     6     5473.28
0.6268     6     5473.28
0.6269     6     5473.28
0.627     6     5473.28
0.6271     6     5473.28
0.6272     6     5473.28
0.6273     6     5473.28
0.6274     6     5473.28
0.6275     6     5473.28
0.6276     6     5473.28
0.6277     6     5473.28
0.6278     6     5473.28
0.6279     6     5473.28
0.628     6     5473.28
0.6281     6     5473.28
